Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
309,4015987,adjustedRsquare,"2020-02-09 08:04:58",0.36509,17,tyagit3
310,4337264,"Aleksandr Khrystoforov","2020-02-10 20:29:40",0.36509,2,alexkhrystoforov
311,4014944,"John Anthony","2020-02-05 12:56:38",0.36509,6,labarga
312,4013406,Mashlyn,"2020-02-07 05:35:39",0.36509,21,mashlyn
313,4119084,"xinbo wang","2020-02-04 13:12:56",0.36509,7,xinbowang
314,4329554,tNagashima,"2020-02-04 14:13:08",0.36509,1,tnagashima
315,4239390,Shingo.S,"2020-02-10 22:50:00",0.36509,23,shingo405
316,4057158,szelee,"2020-02-06 04:09:35",0.36509,12,szelee
317,4013429,ai.ficionados,"2020-02-04 15:27:50",0.36509,43,"ajitrai,dskswu,enzoamp"
318,4135435,YunliangLi,"2020-02-04 16:05:48",0.36509,4,yunliangli
319,4324910,Duck,"2020-02-04 16:16:23",0.36509,2,andrewfang
320,4056968,"Bernd Allmendinger","2020-02-05 09:42:35",0.36509,10,allmendinger
321,4072235,"Santiago Mota","2020-02-06 17:50:40",0.36509,12,santiagomota
322,4303420,[Deleted],"2020-02-04 17:07:04",0.36509,2,del=74b09c54922f3506
323,4332432,"Kentaro Fujita","2020-02-04 17:25:36",0.36509,1,kentarof
324,4036768,z[ap],"2020-02-04 22:34:10",0.36509,7,parkera
325,4014960,Hironobukawaguchi,"2020-02-10 08:28:44",0.36509,14,hironobukawaguchi
326,4298203,"Patrick DeKelly","2020-02-04 21:32:52",0.36509,1,valkling
327,4015073,Binil,"2020-02-04 21:44:02",0.36509,1,binilg
328,4114179,Takbull,"2020-02-04 21:47:48",0.36509,1,takbull
329,4289783,"Marco Vasquez E","2020-02-04 22:24:21",0.36509,6,marcovasquez
330,4037891,"Arjun Subedi","2020-02-10 21:13:44",0.36509,7,subediaarjun
331,4283123,"Leonardo Ferreira ","2020-02-06 12:10:59",0.36509,12,kabure
332,4195763,"Merge ME","2020-02-05 00:01:34",0.36509,3,zhaoyi23333
333,4158027,"Felipe Bivort ","2020-02-05 00:07:39",0.36509,3,felipebihaiek
334,4294423,"[Deleted] b9212fb9-d240-4c84-bac3-4ac2bd6102bd","2020-02-07 15:15:09",0.36509,14,del=37b4c61335bdecaa
335,4288626,蓝翔技校机器学习校队,"2020-02-08 00:32:33",0.36509,10,"guanhuayu,jonassheng,kaoryg,yunxiaohu"
336,4138380,"[Deleted] 86ad04c9-f311-49cd-9fbf-34cea7f2a82c","2020-02-05 05:51:28",0.36509,4,del=47d530bcf464cdc5
337,4091023,y-Carbon,"2020-02-05 02:00:59",0.36509,3,jpn888
338,4281281,PrasunMishra,"2020-02-05 05:24:21",0.36509,7,prasunmishra
339,4015359,rc95401,"2020-02-05 06:42:06",0.36509,7,rc95401
340,4019536,silverstone,"2020-02-05 08:58:42",0.36509,46,silverstone1903
341,4262099,Quest_,"2020-02-05 09:03:40",0.36509,31,"kranthi9,manojprabhaakr"
342,4045311,JonXia,"2020-02-05 09:51:35",0.36509,6,jonxiaa
343,4284113,"Nicolas Wesner","2020-02-06 10:30:12",0.36509,16,whazba
344,4305561,Learner's,"2020-02-10 10:52:24",0.36509,14,"dlisfun,gaurav167,unosonu"
345,4328175,fredih,"2020-02-05 19:05:13",0.36509,21,fredih
346,4022431,Onl,"2020-02-05 14:47:44",0.36509,2,onlise
347,4036110,"Mayank Kumar","2020-02-05 18:37:04",0.36509,9,mk9440
348,4264004,"looking for internship job","2020-02-08 06:19:31",0.36509,14,"futurelyu,haroldxu97,yunsengu"
349,4025408,XiaokangWang,"2020-02-06 00:20:38",0.36509,5,xiaokangwang
350,4297742,"Frank Schilder","2020-02-06 01:05:28",0.36509,2,fschilder
351,4314119,"Changmin Choi","2020-02-06 01:30:39",0.36509,3,dreamwaks
352,4294157,Osamu,"2020-02-06 11:06:23",0.36509,4,osamumitsuishi
353,4182998,LaFe,"2020-02-06 04:46:51",0.36509,3,weterence
354,4159627,"[Deleted] ba85738a-320b-429d-85ff-9e15920a6f05","2020-02-06 05:15:31",0.36509,37,del=09f1da317113dc7b
355,4083272,crazyli,"2020-02-08 08:40:26",0.36509,20,crazyli
356,4047810,Tanay,"2020-02-10 01:07:10",0.36509,7,tanayz
357,4302957,kuroko1t,"2020-02-09 11:46:45",0.36509,10,kuroko1t
358,4065727,"Saravana kumar","2020-02-06 07:07:15",0.36509,8,saravanakumar123
359,4253237,"ebby george","2020-02-06 07:16:54",0.36509,1,ebbygorg
360,4013284,"Kalyan Kumar P","2020-02-06 10:13:31",0.36509,3,kalyanpichuka
361,4028170,"Vladimir Demidov","2020-02-07 09:40:01",0.36509,5,yekenot
362,4330801,"Karina Moraes ","2020-02-09 21:13:06",0.36509,9,karinamoraes
363,4024182,RakeshNikam,"2020-02-06 23:11:22",0.36509,9,rakeshds
364,4266375,"Katya Gordeeva","2020-02-08 06:43:24",0.36509,12,xiormeesh
365,4028254,Aman.cyberia,"2020-02-06 17:04:55",0.36509,4,cyberia
366,4327121,OnePersonTeam,"2020-02-07 19:13:41",0.36509,6,mofeikasunic
367,4337740,"A Tribe Called QUEST","2020-02-06 18:09:07",0.36509,13,"returnofsputnik,robikscube,siavrez"
368,4105998,"Firat Gonen","2020-02-06 19:10:35",0.36509,12,frtgnn
369,4014200,"Shihao Wen","2020-02-06 22:29:58",0.36509,3,reputation18
370,4028257,"Dan Ofer","2020-02-06 22:58:50",0.36509,1,danofer
371,4298456,Orick,"2020-02-06 23:06:07",0.36509,2,ismu94
372,4290625,"Piyush #2","2020-02-07 13:50:29",0.36509,5,piyush1912
373,4014039,"Bo Peng","2020-02-10 22:36:52",0.36509,3,bopengiowa
374,4063679,"Neo Zhao","2020-02-07 13:24:20",0.36509,2,laplaceplanet
375,4266317,iwashi,"2020-02-10 08:16:38",0.36509,7,tatsuyatakahashi
376,4015409,"NOMORE NLP","2020-02-07 03:46:34",0.36509,6,lyutry
377,4028348,siddharth,"2020-02-10 08:04:12",0.36509,9,sid00733
378,4335690,isolja,"2020-02-07 04:38:33",0.36509,2,isolja
379,4333419,"Yustian Ray","2020-02-07 06:42:11",0.36509,1,yustianray
380,4312765,"Git in Sky","2020-02-10 11:36:43",0.36509,8,"sergeygitinsky,veedeeru"
381,4296658,"JIN WOO","2020-02-07 07:45:12",0.36509,3,qkrwlsdn96
382,4208274,wentixiaogege,"2020-02-10 08:04:02",0.36509,7,wentixiaogege
383,4094430,"Swathy Murali Mohan","2020-02-07 09:20:28",0.36509,2,swathym
384,4015194,liuzhangzhen,"2020-02-07 11:33:03",0.36509,8,liuzhangzhen
385,4073913,"Ajay Maity","2020-02-07 14:34:59",0.36509,19,ajaymaity
386,4305848,"Alexey Lemeshev","2020-02-07 14:40:43",0.36509,2,alexeylemeshev
387,4152434,Vaishvik,"2020-02-07 15:15:01",0.36509,2,vaishvik25
388,4273762,"Igor V","2020-02-10 16:42:23",0.36509,3,rostigor
389,4284224,"Aditya Chhabra","2020-02-07 17:01:58",0.36509,6,adityachhabra
390,4079580,"Kun Gao","2020-02-07 17:47:45",0.36509,9,gaokun227
391,4014103,"Chew Kok Wah (iBrain.AI)","2020-02-07 18:02:17",0.36509,15,chewkokwahibrainai
392,4023153,"Sergei Averkiev","2020-02-07 18:12:54",0.36509,9,averkij
393,4092340,adika,"2020-02-07 19:13:24",0.36509,4,adikaboost
394,4037958,"Tony Chen","2020-02-08 00:18:22",0.36509,7,tonychenxyz
395,4332509,Makochan,"2020-02-09 00:19:37",0.36509,6,makochan
396,4274146,wyq,"2020-02-08 05:55:04",0.36509,4,wyq1210
397,4261484,AssareD,"2020-02-08 07:06:46",0.36509,2,assare
398,4033431,10zin,"2020-02-10 13:33:44",0.36509,5,tenzinbhotia
399,4032079,"Niranjan Nakkala","2020-02-08 08:23:23",0.36509,4,niranjanmudhiraj
400,4304383,ARMADA,"2020-02-08 09:14:22",0.36509,3,fadylabib
401,4274618,"Galway Gradient","2020-02-09 00:46:46",0.36509,13,"fionnan,morganmcg"
402,4016303,"Arunkumar Venkataramanan","2020-02-08 10:59:09",0.36509,8,arunkumarramanan
403,4035262,kawaaif,"2020-02-10 07:31:32",0.36509,12,"aqeelaltaf12,umerfarooq807"
404,4016701,firstbloodY,"2020-02-08 13:08:12",0.36509,2,firstbloody
405,4038814,"Anton Morkovkin","2020-02-08 14:54:57",0.36509,9,antmork
406,4240233,"love kobe forever","2020-02-08 15:37:32",0.36509,15,makeli
407,4243682,"dhaqui the kaggler","2020-02-10 16:23:48",0.36509,8,dhaqui
408,4055876,[Deleted],"2020-02-08 16:40:06",0.36509,9,del=6e2d157bb3293b3e
409,4274803,"Aditya Chamoli","2020-02-08 18:46:22",0.36509,2,adichamoli
410,4326246,"Anubhav Anand","2020-02-08 21:05:23",0.36509,1,aanubhav
411,4015024,Hak333m,"2020-02-08 21:18:49",0.36509,6,hakeem
412,4291994,"Takuya Iwata","2020-02-09 01:06:58",0.36509,12,iwatatakuya
413,4295098,Halo,"2020-02-09 04:24:44",0.36509,3,de5d5fe61fcaa6ad7a66
414,4013254,"Soonhwan Kwon","2020-02-09 06:05:21",0.36509,1,soonhwankwon
415,4015255,"Pulkit Mehta","2020-02-09 06:43:37",0.36509,4,"atharvap329,pulkitmehtawork1985"
416,4028727,StPinHH,"2020-02-09 08:57:28",0.36509,1,jundiao
417,4147650,"Elias Green","2020-02-09 10:11:52",0.36509,1,eliasgreen
418,4022514,"Xie Rui","2020-02-10 10:16:26",0.36509,9,"caijiaming,ruicxie"
419,4307207,"Gabriel Preda","2020-02-09 12:31:05",0.36509,2,gpreda
420,4015227,A2029,"2020-02-09 14:29:31",0.36509,7,chadansharma
421,4338120,"Xianglin Guo","2020-02-09 14:38:59",0.36509,7,"jiruwang,xianglinguo"
422,4303845,ilyas95,"2020-02-09 17:19:21",0.36509,3,ilyas95
423,4042798,AndNov,"2020-02-09 20:29:45",0.36509,8,andnov
424,4257857,Jathne,"2020-02-09 20:32:29",0.36509,3,jathne
425,4047183,"Emre AYDIN","2020-02-09 21:13:26",0.36509,10,aydinemre
426,4032172,saneryee,"2020-02-09 21:55:28",0.36509,1,saneryee
427,4018148,[Deleted],"2020-02-10 14:09:42",0.36509,6,del=548eadb289fde44e
428,4017458,"Tsubasa Miyazaki","2020-02-10 01:47:39",0.36509,2,tsubasatwi
429,4024446,"Dmitry Kozlov","2020-02-10 15:12:33",0.36509,4,dkozlov
430,4078601,hdkidz,"2020-02-10 03:51:28",0.36509,2,blueblood1010
431,4025713,ikousuke,"2020-02-10 13:17:48",0.36509,12,ikousuke
432,4048081,"Rishabh #2","2020-02-10 05:08:09",0.36509,10,riluck
433,4200292,PeterSorensen,"2020-02-10 19:38:07",0.36509,6,petersorensen360
434,4046198,"Kamal Jain","2020-02-10 07:26:32",0.36509,3,kamaljain77
435,4064690,yosho,"2020-02-10 07:48:17",0.36509,2,yosho18
436,4047951,"Doğuş KIDIK","2020-02-10 08:16:47",0.36509,1,doguskidik
437,4047118,"Konstantin Kotik","2020-02-10 08:58:22",0.36509,4,kotikkonstantin
438,4014860,"AI Penguin","2020-02-10 09:14:33",0.36509,5,s13658695
439,4329074,Kundan,"2020-02-10 09:36:14",0.36509,1,kundank191
440,4124021,"Jianxin Sun","2020-02-10 10:10:06",0.36509,6,sunjianxin
441,4048927,Nooh,"2020-02-10 10:35:07",0.36509,6,nuhsikander
442,4290797,"Mike Kim","2020-02-10 11:55:44",0.36509,8,mikeskim
443,4263028,anuj,"2020-02-10 12:19:09",0.36509,2,anuj4444
444,4258603,"Anatolii Kryvko","2020-02-10 12:47:46",0.36509,4,nogromi
445,4033737,"Ashish Lal","2020-02-10 12:55:29",0.36509,12,watts2
446,4199123,"Doe John","2020-02-10 13:11:09",0.36509,2,neurosky
447,4335923,"Norihito Ishida","2020-02-10 14:23:52",0.36509,3,norihitoishida
448,4160868,[Deleted],"2020-02-10 14:36:56",0.36509,2,del=e680212fe71c1210
449,4128565,LeoMessi10,"2020-02-10 15:02:26",0.36509,22,tangchengshun
450,4273788,"YUWA HATAE","2020-02-10 15:12:50",0.36509,9,kiyokiyo1103
451,4274540,WSD,"2020-02-10 15:40:06",0.36509,1,lmmmmm
452,4130223,"Mario kart Master","2020-02-10 21:23:11",0.36509,6,"jyuan1986,marsdnp"
453,4029439,"Liu Yonghui","2020-02-10 17:39:45",0.36509,9,uilooliu
454,4015875,"Deep Chatterjee","2020-02-10 17:56:16",0.36509,8,deepchatterjeevns
455,4014409,"Jake Shi","2020-02-10 20:41:46",0.36509,4,jakeshi
456,4320737,"Aman Framewala","2020-02-10 19:11:01",0.36509,6,amanframewala
457,4160177,brumberg,"2020-02-10 19:56:52",0.36509,3,brumberg
458,4269632,"RYO TANAKA","2020-02-05 03:39:32",0.36509,4,ryotanaka
459,4179950,ABIMANNAN,"2020-02-06 09:08:19",0.36509,1,abimannan
460,4019588,"isa k","2020-02-08 18:30:45",0.36505,13,isakev
461,4175985,HoursJ,"2020-02-10 18:27:20",0.36499,14,hoursj
462,4311911,奥利给,"2020-02-10 22:24:30",0.36498,13,"erichenhaha,jasperwang530,zzuczy"
463,4185468,"Manish Nayak","2020-02-10 17:30:22",0.36495,16,nitwmanish
464,4293809,"Nat Bel ML Fun","2020-02-10 22:53:49",0.36491,7,natbel4ml
465,4298405,"Questified NLP","2020-02-10 19:52:17",0.36487,77,"bhavikapanara,muhakabartay,roydatascience"
466,4087187,"Sam Wang","2020-02-04 03:25:29",0.36484,20,senwang96
467,4198299,"Devarsh Sheth","2020-02-08 10:32:35",0.36482,15,devarshsheth
468,4300308,Mourad,"2020-02-10 11:06:22",0.36479,21,"amgadnaiem,msheriey"
469,4215690,MarianaDelfino,"2020-02-05 14:38:16",0.36474,13,maridelf
470,4302658,yukiZ,"2020-02-10 18:18:29",0.36470,20,hideyukizushi
471,4187312,mkx,"2020-02-10 15:55:12",0.36467,128,kearonm
472,4322373,"Gert vs Bert","2020-02-10 20:41:01",0.36461,3,gertjac
473,4281884,"Vicens Gaitan","2020-02-08 11:52:23",0.36461,26,vicensgaitan
474,4303028,Rica,"2020-02-09 14:33:05",0.36461,11,rica723
475,4316606,"Manuel Campos","2020-02-10 21:20:56",0.36451,41,coreacasa
476,4038257,"Cheng ZQ","2020-02-10 17:14:33",0.36442,4,czq960
477,4220828,AdarshPatankar,"2020-02-10 23:09:52",0.36442,9,adarshpatankar
478,4251222,大黑楼,"2020-02-05 14:22:43",0.36441,4,lizheng167
479,4277889,"Paweł Lubiński","2020-02-05 08:12:44",0.36439,12,plubinski
480,4298168,kobahide,"2020-02-10 14:37:25",0.36435,22,kobahide
481,4271268,Bluefool,"2020-02-07 23:05:23",0.36427,6,domcastro
482,4154123,ChenningU,"2020-01-17 04:59:18",0.36410,28,chy010
483,4199710,"Tomonori Masui","2020-01-25 06:14:51",0.36410,10,tnmasui
484,4131660,Nandanam,"2020-02-10 09:49:54",0.36406,2,nandanam
485,4014862,AndrewLamb,"2020-01-17 02:00:49",0.36400,16,lambandrew
486,4290804,Tanz,"2020-02-09 14:12:35",0.36396,5,tianbaojie
487,4056724,"Lingo Lin","2020-02-10 22:39:00",0.36387,16,lingoinkagro
488,4098958,"PC Jimmmy","2020-02-09 22:44:27",0.36383,9,"cheriepc2020,pcjimmmy,pckaren"
489,4265865,alijs,"2020-02-10 17:18:27",0.36383,4,alijs1
490,4208646,Panjtan,"2020-02-09 03:14:22",0.36380,43,panjtan
491,4045444,"Spoiler Alert","2020-01-25 05:12:44",0.36370,5,triplex
492,4237370,tianlynn,"2020-02-02 06:36:08",0.36359,9,"chensx,shixinchen1995,tianlynn"
493,4124275,AD,"2020-02-08 08:26:19",0.36357,9,ad6398
494,4289347,"Charles Lin","2020-02-09 07:42:28",0.36354,10,cambrian
495,4091362,Maho,"2020-02-10 17:23:02",0.36346,18,a7xche
496,4244504,"Kornesh Kanan","2020-02-10 22:40:40",0.36345,6,kornesh
497,4239871,"Preevan Moodley","2020-02-03 16:41:20",0.36331,2,preevan
498,4326177,S.H.I.E.L.D.,"2020-02-10 15:17:37",0.36331,6,"abhilashp24,gauthampughazh,haripravin,sharathravichandran"
499,4330289," Igor Krasovskiy","2020-02-03 20:07:46",0.36331,6,mykras
500,4109132,USTC418,"2020-02-03 03:51:08",0.36331,8,"tuojiang,yingqiyu"
501,4331804,TUS,"2020-02-04 08:55:01",0.36331,4,"santohide,yoshiki301"
502,4180829,"Bibin Paul","2020-02-03 05:59:25",0.36331,5,bibinpaul
503,4333325,"Tsukasa Saito","2020-02-03 13:42:16",0.36331,1,tsukasasaito
504,4046194,gaosq0604,"2020-02-05 06:34:00",0.36331,5,gaosq0604
505,4015715,star,"2020-02-03 15:13:44",0.36331,1,liangruiqi
506,4326328,Sundarapandiyan,"2020-02-03 16:32:02",0.36331,1,sundarapandiyanml
507,4014298,Reizigers,"2020-02-07 22:39:18",0.36331,53,"gautierd,hamditarek,unilageni"
508,4183723,ttya16,"2020-02-04 15:00:37",0.36331,4,ttya16
509,4024449,NBBBBB,"2020-02-09 21:56:58",0.36331,51,nbbbbb
510,4174620,"Prohor Gladkikh","2020-02-04 08:55:47",0.36331,1,prohor
511,4338414,"Sonal Chaturvedi","2020-02-04 12:11:30",0.36331,1,"kirsin,sonalchaturvedi14"
512,4233677,fumikawa,"2020-02-04 13:26:29",0.36331,3,kawamoto
513,4306208,pwcd,"2020-02-04 19:47:20",0.36331,3,pwcdpwcd
514,4018687,"Naruhiko Nakanishi","2020-02-10 09:50:41",0.36331,46,grapestone5321
515,4035062,digimagi,"2020-02-06 14:21:42",0.36331,3,digimagi
516,4307190,"Lars Kæraa","2020-02-07 13:46:40",0.36331,4,steppeulv
517,4315957,"Moritz Schwyzer","2020-02-07 15:48:46",0.36331,2,m000ritz
518,4283962,"Chris Louie","2020-02-09 00:18:13",0.36331,4,chrisl6uie
519,4324378,Chtholly,"2020-02-10 03:36:25",0.36326,6,gzt940726
520,4026178,"Kishore M","2020-02-07 10:06:56",0.36311,11,reachkishore
521,4237845,sezai28,"2020-01-26 09:13:53",0.36287,10,sezai28
522,4327795,"Ostap Orishko","2020-02-02 23:39:05",0.36270,3,ozdata
523,4338334,c+t,"2020-02-10 13:53:51",0.36261,14,"chenshixin,chenxiaobao,tianlele"
524,4309743,"Coffee Grabber","2020-02-10 08:12:24",0.36257,44,cnzengshiyuan
525,4038625,LloveW,"2020-01-31 19:42:54",0.36248,53,"nanciwan,shenzhenli"
526,4330779,Prithvi,"2020-02-10 16:19:12",0.36239,5,sjprithvi
527,4305832,Yasar,"2020-02-09 04:23:51",0.36230,4,yasarc4
528,4285334,Nizamuddin,"2020-02-10 19:06:14",0.36224,12,nizamuddin
529,4154388,Yiemon773,"2020-01-29 00:23:53",0.36220,8,yoichi7yamakawa
530,4115813,Minkow,"2020-01-16 09:55:31",0.36209,18,minkow
531,4135295,AlexanderCh,"2020-02-08 09:31:38",0.36197,9,alexanderch
532,4141393,zhouboch,"2019-12-19 18:18:34",0.36190,9,"boczhou,zbctejwnnn"
533,4017950,"Argentum Dawn","2020-02-07 13:50:59",0.36189,18,ovystoro
534,4281162,penpenpen,"2020-01-31 06:51:15",0.36181,6,ayanamizuta
535,4110339,randomName,"2020-02-07 22:07:07",0.36166,13,"anagapetyan,iosilya,vitamino"
536,4040496,Angus,"2019-12-18 03:28:27",0.36161,4,anguszhang
537,4019113,Prem,"2020-02-05 07:26:30",0.36157,14,vitrioil
538,4322346,Ghost04601,"2020-01-31 05:14:59",0.36153,5,ghost04601
539,4198469,beginner,"2020-02-10 20:47:07",0.36123,12,wafanakbi
540,4023697,"Marcos Martins Marchetti","2020-02-10 15:03:49",0.36093,75,mmmarchetti
541,4110511,"Yang DD","2020-01-30 05:36:58",0.36087,8,yangddi
542,4027268,Linyan,"2020-02-08 09:35:11",0.36087,9,huanglinyan
543,4064921,dinosaur,"2020-01-23 16:02:43",0.36085,16,supportvectordevin
544,4335486,"Sri Yogesh","2020-02-03 07:09:02",0.36084,1,yogesh94
545,4058133,"Shun nakamura","2020-02-10 01:22:36",0.36084,14,lastart1500
546,4206967,"Kartik Godawat","2020-01-22 16:36:02",0.36077,2,"crazydiv,sachinprabhu"
547,4299636,Test,"2020-01-30 18:08:06",0.36071,7,moradnejad
548,4220664,[Deleted],"2020-01-30 10:04:06",0.36069,5,del=4e0d8497863358a4
549,4095194,AI_lab,"2020-02-08 11:26:18",0.36064,72,"bzbzbzbzyi,hanfeng108,jpdong,pengzhang97,zhangshize"
550,4265246,shange,"2020-01-20 08:28:15",0.36059,6,shange1996
551,4017365,Dromosys,"2019-12-22 20:52:07",0.36059,3,dromosys
552,4276827,agenlu,"2020-02-04 17:44:11",0.36059,10,agenlu
553,4135025,kumalab,"2019-12-23 15:12:52",0.36059,12,kanbac5
554,4289881,Saurabh7,"2020-01-23 06:39:16",0.36057,1,saurabh7
555,4327729,BigMac,"2020-02-10 15:15:14",0.36056,18,"brucepeng,halcyon0811,stellahan,xinmingdong"
556,4145268,Lunachom,"2020-01-25 16:37:49",0.36055,1,profilecore28
557,4218016,PawanA,"2020-01-06 13:57:24",0.36053,1,pawana
558,4208189,zhong001,"2020-02-03 06:15:12",0.36051,2,zhong001
559,4298500,[Deleted],"2020-01-25 10:02:13",0.36049,3,del=e861e2d5d2dfe7b5
560,4114692,Qingyun,"2020-01-26 21:59:18",0.36048,2,nothingwqy
561,4202888,"[Deleted] 1ea6567d-e061-4815-baa7-e0e0aae49c45","2020-01-21 23:23:20",0.36046,1,del=ed58ab8e1e31cb84
562,4201485,"Migs Rocha","2020-01-24 03:42:15",0.36045,9,migsr22
563,4289170,Muzo,"2020-01-23 01:02:34",0.36042,1,michealpolat
564,4267303,"Wenrui Kong","2020-02-07 13:16:13",0.36040,4,wenrui29
565,4034693,"[Deleted] ec352bcf-f53d-4d2c-b93f-e9f7677af5b2","2019-12-20 11:45:04",0.36038,6,del=f02010cbfd234c6b
566,4030884,"Andrey Kuznetsov","2020-01-28 19:45:45",0.36037,3,netcitizen
567,4015209,Stryper_Kage_Yonko,"2020-02-10 17:11:13",0.36032,18,projdev
568,4111887,双生视界,"2020-02-08 11:31:26",0.36032,30,"joel0495,wanngide"
569,4260959,rrrr,"2020-02-08 17:00:57",0.36032,9,rwmlai
570,4017960,"Yunfeng Zhu","2020-01-10 09:33:24",0.36030,1,ymcdull
571,4136696,shunnosukekawai,"2020-01-24 10:16:42",0.36026,1,shunnosukekawai
572,4015792,[Deleted],"2020-01-09 05:36:01",0.36025,16,del=15cf48372ca7f87d
573,4055809,x5or6,"2020-01-26 17:26:19",0.36024,5,wuzimu
574,4320008,"Kar Kin","2020-02-02 15:21:01",0.36023,4,karkin96
575,4019886,WHharvey,"2020-02-01 18:12:36",0.36019,1,wangharvey
576,4313712,"Grigorii Pletnev","2020-02-08 16:21:08",0.36013,2,aizmik
577,4195563,"Eldar Ganbarov","2020-01-06 21:23:45",0.36013,9,eldarg
578,4328769,A_106021010,"2020-02-02 06:23:18",0.36012,2,jummy1124
579,4260603,"Rafael Barbosa","2020-02-10 22:18:06",0.36006,23,rdpbarbosa
580,4014870,"Oleg Panichev","2020-02-10 23:06:39",0.36000,18,opanichev
581,4267568,"Naoki Iinuma","2020-02-06 04:49:09",0.35996,7,naokiiinuma
582,4178274,resistance0108,"2020-01-29 22:10:46",0.35996,2,resistance0108
583,4287490,"🐀Taki Yu","2020-02-10 02:55:50",0.35992,28,takiyu
584,4050996,student,"2020-01-24 00:30:16",0.35991,1,liger1776
585,4176426,TloPesma,"2020-02-10 14:26:10",0.35991,62,tlopesma
586,4096029,xiaozhu,"2020-01-07 07:27:12",0.35990,1,mingchunliu
587,4286220,"Denis Gordeev","2020-02-10 10:05:24",0.35989,7,denisgordeev
588,4245008,kensler,"2020-01-30 00:27:18",0.35987,4,kencaswell
589,4323075,"Dmytro Kozii","2020-02-03 17:32:13",0.35986,1,dmytruto
590,4244670,Obel,"2020-01-25 22:35:33",0.35979,2,soumendra
591,4015145,Sediment,"2020-01-31 12:09:56",0.35978,7,sediment
592,4295025,Yuya.O,"2020-02-08 07:17:02",0.35978,6,yuyakaggle
593,4233281,Dalek,"2020-02-07 02:06:31",0.35977,25,doctorofgreat
594,4336415,Namtao,"2020-02-03 12:51:30",0.35972,2,namtao
595,4226695,"Adriano Marabuco","2020-01-29 22:50:12",0.35971,11,amarabuco
596,4098701,"Edison Siow","2019-12-16 16:03:03",0.35970,2,seraphimstreets
597,4153768,lidaoyi,"2019-12-21 16:17:31",0.35970,1,lidaoyi
598,4083761,"[Deleted] e296df19-c8e2-41b7-9af0-a4a3cba0e352","2020-01-04 00:20:11",0.35969,2,del=7a4efa0c825da441
599,4269137,sneffort,"2020-01-31 10:36:46",0.35968,5,sneffort
600,4123872,Jokus,"2020-01-29 20:06:58",0.35967,9,jokuspokus
601,4016304,"Michael Kazachok","2020-02-09 02:58:55",0.35962,11,miklgr500
602,4017287,"Eric Chan","2020-01-03 02:05:59",0.35961,9,ericlikedata
603,4030011,kojimar,"2020-01-19 02:55:17",0.35960,3,kojimar
604,4039024,Ravi,"2020-02-01 15:56:14",0.35960,4,ravich610
605,4131846,PandaFreaks,"2020-01-07 21:16:55",0.35957,10,"jarartur,lancernik"
606,4018384,"Balaji Venkateswaran","2020-02-09 08:34:52",0.35953,4,mvbalaji
607,4016219,"Akshay Varu","2019-12-18 07:14:15",0.35951,8,akshayvaru103
608,4126936,"Kosarevsky Dmitry","2020-02-06 10:31:05",0.35951,6,dmisky
609,4283370,"Sheik Mohamed Imran","2020-02-04 10:09:07",0.35948,6,imrandude
610,4330909,"Zöhrab Seyfulla Oğlı Ahundov","2020-02-02 14:21:07",0.35947,2,zohrab
611,4214253,g_wzrd,"2020-01-05 07:09:40",0.35946,1,geokywankenobi
612,4029931,Mercha,"2019-12-20 15:38:31",0.35939,4,elmahdi1213
613,4290602,"KHUSHANK SANJAY GOYAL","2020-01-24 09:43:35",0.35939,1,khushanksanjaygoyal
614,4027011,Learner,"2020-01-18 10:21:10",0.35938,9,harshitholmes
615,4016287,luckylu,"2020-01-14 22:44:15",0.35937,2,luckylu
616,4017140,"Saurabh Kumar","2020-01-02 03:11:52",0.35937,2,saurabh502
617,4058514,"Pinneaple of evolution","2020-02-01 05:44:47",0.35936,27,"dergel,georgorg"
618,4024111,"Artem Vazhentsev","2020-01-13 06:49:40",0.35936,16,artemvazhentsev
619,4202143,LiuChang,"2020-02-09 19:44:29",0.35935,17,"andrealiuchang,marconna"
620,4209655,"Georgiy Ponomarev","2020-01-04 08:42:33",0.35932,1,azunai
621,4289696,"Max the peppermint addict","2020-02-09 22:28:04",0.35932,9,max6296
622,4192399,SirAnusDeVergerac,"2020-01-27 08:28:26",0.35931,17,"benejies,rhazgorth,siranus2vergerac"
623,4279365,qudade,"2020-01-28 21:01:56",0.35930,1,datenkieker
624,4078352,ssk,"2020-01-01 09:59:56",0.35930,2,pkdn14
625,4069434,TY.Yang,"2020-02-01 03:43:28",0.35925,23,tianyiy
626,4103575,"Koby Karp","2020-01-03 05:19:17",0.35924,7,pythron
627,4096265,"Koichi KITAMURA","2020-01-05 00:10:47",0.35924,4,kooipad2
628,4021638,MSJose,"2019-12-20 01:01:41",0.35923,14,msjose
629,4117873,"HUy Haaa","2019-12-31 10:55:47",0.35923,25,huyhaaa
630,4020506,walkwall,"2019-12-22 22:24:52",0.35922,2,walkwall
631,4244212,"Vijay Babu","2020-02-02 12:44:19",0.35922,3,vvijaybabu
632,4262738,kambarakun,"2020-01-16 23:08:15",0.35922,1,kambarakun
633,4263981,"khush @ codeskinbyte","2020-02-02 07:48:00",0.35920,3,khushmanvar
